Date/Time,Type,Mode_of_Communication,Patron type,Details,Location
9/12/14 11:14,Directional,In Person,Undergrad,,San Francisco
9/12/14 11:14,Directional,In Person,Grad Student,,San Francisco
9/12/14 11:54,Technical/Computing,In Person,,Printing,Oakland
9/12/14 12:12,Service,In Person,Alumni,,Oakland
9/12/14 13:51,Reference,In Person,Grad Student,,San Francisco
9/12/14 14:00,Directional,In Person,Undergrad,,San Francisco
9/12/14 15:12,Directional,In Person,Undergrad,,San Francisco
9/12/14 15:13,Service,In Person,Undergrad,,San Francisco
9/12/14 15:13,Service,In Person,Undergrad,,San Francisco
9/12/14 15:27,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/12/14 15:45,Reference,In Person,Grad Student,,San Francisco
9/12/14 15:45,Reference,In Person,Undergrad,,San Francisco
9/12/14 16:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/13/14 14:38,Technical/Computing,In Person,Undergrad,,Oakland
9/13/14 15:13,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/14/14 15:08,Service,In Person,,,Oakland
9/14/14 16:06,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/14/14 17:21,Technical/Computing,In Person,Faculty,Printing,Oakland
9/14/14 17:23,Technical/Computing,In Person,Faculty,,Oakland
9/14/14 22:32,Technical/Computing,In Person,,Printing,Oakland
9/15/14 8:37,Technical/Computing,In Person,,Printing,Oakland
9/15/14 8:38,Service,Email,Faculty,,Oakland
9/15/14 9:58,Service,In Person,Undergrad,,Oakland
9/15/14 11:04,Service,In Person,,,Oakland
9/15/14 11:05,Directional,In Person,,Printing,Oakland
9/15/14 13:10,Directional,In Person,Undergrad,,Oakland
9/15/14 14:14,Directional,In Person,Grad Student,,Oakland
9/15/14 14:18,Technical/Computing,In Person,,,Oakland
9/15/14 14:37,Technical/Computing,In Person,,,Oakland
9/15/14 14:53,Reference,In Person,Faculty,,Oakland
9/15/14 14:54,Service,In Person,Undergrad,,Oakland
9/15/14 15:16,Directional,In Person,Undergrad,,Oakland
9/15/14 16:10,Service,In Person,Grad Student,,Oakland
9/15/14 17:03,Reference,In Person,Undergrad,,San Francisco
9/15/14 17:03,Reference,In Person,Grad Student,,San Francisco
9/15/14 17:07,Directional,In Person,Undergrad,,San Francisco
9/15/14 17:49,Service,In Person,Undergrad,,San Francisco
9/15/14 18:37,Service,In Person,Grad Student,,San Francisco
9/15/14 19:03,Directional,In Person,Undergrad,,San Francisco
9/15/14 19:07,Directional,In Person,Grad Student,,San Francisco
9/15/14 19:10,Technical/Computing,In Person,Undergrad,,Oakland
9/15/14 19:39,Directional,In Person,Undergrad,,San Francisco
9/16/14 8:27,Technical/Computing,In Person,,Printing,Oakland
9/16/14 8:28,Technical/Computing,In Person,,Printing,Oakland
9/16/14 8:45,Technical/Computing,In Person,,Printing,Oakland
9/16/14 8:45,Technical/Computing,In Person,,,Oakland
9/16/14 9:20,Technical/Computing,In Person,Faculty,,Oakland
9/16/14 9:21,Technical/Computing,In Person,,Printing,Oakland
9/16/14 9:22,Directional,In Person,Undergrad,,Oakland
9/16/14 9:22,Service,In Person,Undergrad,Printing,Oakland
9/16/14 9:40,Service,In Person,Undergrad,,Oakland
9/16/14 9:55,Service,In Person,,,Oakland
9/16/14 11:20,Service,In Person,Undergrad,,Oakland
9/16/14 11:20,Reference,In Person,Grad Student,,Oakland
9/16/14 13:18,Reference,In Person,Staff,,Oakland
9/16/14 13:40,Service,In Person,Undergrad,Printing,Oakland
9/16/14 14:09,Reference,In Person,Faculty,,Oakland
9/16/14 14:19,Technical/Computing,In Person,Alumni,,Oakland
9/16/14 14:19,Technical/Computing,In Person,Undergrad,,Oakland
9/16/14 15:18,Directional,In Person,Undergrad,,San Francisco
9/16/14 16:22,Service,In Person,Undergrad,Printing,San Francisco
9/16/14 16:23,Reference,In Person,Undergrad,,San Francisco
9/16/14 16:23,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/16/14 16:43,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/16/14 17:14,Reference,In Person,Grad Student,,San Francisco
9/16/14 17:15,Reference,In Person,Grad Student,,San Francisco
9/16/14 17:15,Reference,In Person,Undergrad,,San Francisco
9/16/14 17:15,Reference,In Person,Grad Student,,San Francisco
9/16/14 17:15,Reference,In Person,Grad Student,,San Francisco
9/16/14 17:15,Reference,In Person,Grad Student,,San Francisco
9/16/14 17:16,Reference,Email,Grad Student,,San Francisco
9/16/14 17:32,Service,In Person,,,Oakland
9/16/14 18:50,Technical/Computing,In Person,,,Oakland
9/16/14 19:00,Directional,In Person,,,Oakland
9/16/14 20:20,Technical/Computing,In Person,,Printing,Oakland
9/16/14 20:20,Service,In Person,Faculty,,Oakland
9/17/14 10:52,Reference,In Person,Undergrad,,Oakland
9/17/14 10:52,Service,In Person,Undergrad,,Oakland
9/17/14 12:47,Service,In Person,Undergrad,,Oakland
9/17/14 12:47,Service,In Person,Undergrad,,Oakland
9/17/14 13:55,Directional,In Person,,Printing,Oakland
9/17/14 14:06,Reference,In Person,Undergrad,,San Francisco
9/17/14 14:06,Reference,In Person,Undergrad,,San Francisco
9/17/14 15:24,Technical/Computing,In Person,,,Oakland
9/17/14 17:35,Service,In Person,,,Oakland
9/17/14 18:07,Reference,In Person,Undergrad,,Oakland
9/18/14 8:37,Technical/Computing,In Person,Undergrad,,Oakland
9/18/14 8:38,Service,In Person,Undergrad,,Oakland
9/18/14 8:38,Service,Phone,friend of former librarian,,Oakland
9/18/14 8:56,Technical/Computing,In Person,,Printing,Oakland
9/18/14 9:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/18/14 9:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/18/14 9:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/18/14 15:35,Technical/Computing,In Person,,,Oakland
9/18/14 18:03,Directional,In Person,Undergrad,,San Francisco
9/18/14 19:46,Directional,In Person,Undergrad,,San Francisco
9/18/14 19:47,Service,In Person,Grad Student,Printing,San Francisco
9/18/14 20:09,Service,In Person,Undergrad,,Oakland
9/18/14 20:58,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/18/14 20:59,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/18/14 21:00,Reference,In Person,Undergrad,Printing,Oakland
9/18/14 22:24,Directional,In Person,Undergrad,Printing,Oakland
9/19/14 16:36,Technical/Computing,In Person,,,Oakland
9/20/14 14:22,Technical/Computing,In Person,Grad Student,,Oakland
9/20/14 15:30,Technical/Computing,In Person,Undergrad,,Oakland
9/20/14 15:53,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/20/14 16:00,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/20/14 16:00,Technical/Computing,In Person,Undergrad,,Oakland
9/20/14 17:03,Technical/Computing,In Person,Undergrad,,Oakland
9/20/14 17:04,Technical/Computing,In Person,Alumni,Printing,Oakland
9/21/14 14:55,Technical/Computing,In Person,Undergrad,,Oakland
9/21/14 14:56,Reference,In Person,Undergrad,,Oakland
9/21/14 14:56,Service,Phone,Faculty,,Oakland
9/21/14 15:04,Service,Phone,Faculty,,Oakland
9/21/14 15:31,Service,In Person,Undergrad,,San Francisco
9/21/14 15:32,Directional,In Person,Undergrad,,San Francisco
9/21/14 15:32,Directional,In Person,Grad Student,,San Francisco
9/21/14 15:33,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/21/14 16:34,Service,In Person,Undergrad,,San Francisco
9/21/14 18:31,Directional,In Person,Undergrad,Printing,Oakland
9/21/14 19:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/21/14 19:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:39,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:40,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:41,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 8:30,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:43,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:44,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:44,Service,In Person,Faculty,,Oakland
9/22/14 9:51,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 9:57,Service,In Person,Undergrad,,Oakland
9/22/14 10:05,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 10:07,Service,In Person,Undergrad,Printing,Oakland
9/22/14 11:10,Directional,In Person,Faculty,,San Francisco
9/22/14 9:30,Service,In Person,Faculty,,San Francisco
9/22/14 11:12,Directional,In Person,,Printing,Oakland
9/22/14 11:20,Reference,In Person,Undergrad,,San Francisco
9/22/14 11:20,Directional,In Person,Undergrad,,San Francisco
9/22/14 11:35,Service,In Person,Faculty,,San Francisco
9/22/14 11:37,Service,In Person,Grad Student,,San Francisco
9/22/14 11:40,Service,In Person,Undergrad,,San Francisco
9/22/14 11:43,Service,In Person,Grad Student,,San Francisco
9/22/14 12:06,Service,In Person,Undergrad,,San Francisco
9/22/14 12:07,Service,In Person,Grad Student,,San Francisco
9/22/14 12:27,Service,In Person,Grad Student,,San Francisco
9/22/14 12:37,Service,In Person,Undergrad,,San Francisco
9/22/14 12:37,Service,In Person,Grad Student,,San Francisco
9/22/14 13:02,Service,In Person,Grad Student,,San Francisco
9/22/14 13:18,Service,In Person,Undergrad,,San Francisco
9/22/14 13:24,Directional,In Person,Undergrad,,San Francisco
9/22/14 13:38,Service,In Person,Undergrad,,San Francisco
9/22/14 13:53,Directional,In Person,Undergrad,,San Francisco
9/22/14 13:53,Service,In Person,Grad Student,,San Francisco
9/22/14 11:02,Directional,In Person,,Printing,Oakland
9/22/14 14:16,Directional,In Person,Undergrad,,San Francisco
9/22/14 14:23,Technical/Computing,In Person,,Printing,Oakland
9/22/14 14:23,Service,In Person,Staff,,Oakland
9/22/14 14:23,Technical/Computing,In Person,,Printing,Oakland
9/22/14 14:23,Directional,In Person,Faculty,,Oakland
9/22/14 14:28,Reference,In Person,Undergrad,,San Francisco
9/22/14 14:31,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 14:31,Technical/Computing,In Person,,Printing,Oakland
9/22/14 14:32,Service,In Person,Undergrad,Moodle,San Francisco
9/22/14 14:37,Service,In Person,Faculty,,San Francisco
9/22/14 14:51,Directional,In Person,Grad Student,,San Francisco
9/22/14 16:53,Directional,In Person,Grad Student,,San Francisco
9/22/14 16:53,Service,In Person,Grad Student,,San Francisco
9/22/14 18:07,Service,Phone,Undergrad,Printing,San Francisco
9/22/14 18:08,Directional,In Person,Undergrad,,San Francisco
9/22/14 19:48,Reference,In Person,Undergrad,,Oakland
9/22/14 19:48,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 20:24,Technical/Computing,In Person,,,Oakland
9/22/14 20:53,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 21:11,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/14 21:50,Directional,In Person,Undergrad,,Oakland
9/23/14 9:31,Service,In Person,Undergrad,Printing,Oakland
9/23/14 9:34,Reference,In Person,Undergrad,,Oakland
9/23/14 9:43,Technical/Computing,In Person,,Printing,Oakland
9/23/14 9:43,Technical/Computing,In Person,,Printing,Oakland
9/23/14 9:45,Technical/Computing,In Person,,Printing,Oakland
9/23/14 9:45,Technical/Computing,In Person,,,Oakland
9/23/14 10:51,Service,In Person,Undergrad,,Oakland
9/23/14 10:51,Service,In Person,Undergrad,,Oakland
9/23/14 12:43,Technical/Computing,In Person,Undergrad,,Oakland
9/23/14 12:45,Service,Email,Grad Student,,Online
9/23/14 12:45,Service,Email,,,Online
9/23/14 13:06,Reference,In Person,Grad Student,,San Francisco
9/23/14 13:13,Directional,In Person,Undergrad,,San Francisco
9/23/14 13:15,Technical/Computing,In Person,Undergrad,,San Francisco
9/23/14 13:19,Service,In Person,Undergrad,,Oakland
9/23/14 13:34,Technical/Computing,In Person,Undergrad,,San Francisco
9/23/14 14:04,Directional,In Person,,,Oakland
9/23/14 14:05,Technical/Computing,In Person,,Printing,Oakland
9/23/14 14:16,Directional,In Person,Undergrad,,San Francisco
9/23/14 14:16,Directional,In Person,Grad Student,Printing,San Francisco
9/23/14 14:17,Directional,In Person,Undergrad,,San Francisco
9/23/14 14:18,Reference,In Person,Undergrad,,San Francisco
9/23/14 14:25,Directional,In Person,,,Oakland
9/23/14 14:32,Service,In Person,Grad Student,,San Francisco
9/23/14 14:42,Directional,In Person,Undergrad,,Oakland
9/23/14 14:46,Service,In Person,Undergrad,Printing,San Francisco
9/23/14 14:46,Reference,In Person,Undergrad,,San Francisco
9/23/14 15:17,Service,In Person,,,Oakland
9/23/14 15:21,Reference,In Person,Grad Student,,San Francisco
9/23/14 15:39,Service,In Person,Undergrad,Printing,San Francisco
9/23/14 15:50,Directional,In Person,Undergrad,,San Francisco
9/23/14 15:55,Directional,In Person,Undergrad,,San Francisco
9/23/14 16:02,Service,In Person,Undergrad,,San Francisco
9/23/14 16:06,Service,In Person,Grad Student,,Oakland
9/23/14 17:00,Service,In Person,Grad Student,,Oakland
9/23/14 19:40,Directional,In Person,Undergrad,,San Francisco
9/23/14 19:53,Directional,In Person,Grad Student,,San Francisco
9/23/14 20:51,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/23/14 21:10,Directional,In Person,Undergrad,Printing,Oakland
9/23/14 21:38,Reference,In Person,,,Oakland
9/23/14 22:18,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/23/14 22:29,Reference,In Person,,,Oakland
9/24/14 10:06,Service,In Person,Faculty,,San Francisco
9/24/14 10:26,Service,In Person,Undergrad,,Oakland
9/24/14 10:26,Service,In Person,Undergrad,,Oakland
9/24/14 10:27,Reference,In Person,Undergrad,,Oakland
9/24/14 10:27,Directional,In Person,Undergrad,,Oakland
9/24/14 10:27,Directional,In Person,Undergrad,,Oakland
9/24/14 10:45,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/24/14 11:07,Reference,In Person,Faculty,,Oakland
9/24/14 11:19,Directional,In Person,,,Oakland
9/24/14 11:43,Directional,In Person,Undergrad,,Oakland
9/24/14 13:27,Reference,In Person,Undergrad,,Oakland
9/24/14 15:11,Reference,In Person,Undergrad,,Oakland
9/24/14 17:35,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/24/14 17:35,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/24/14 17:35,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/24/14 17:35,Reference,In Person,Faculty,,Oakland
9/25/14 8:19,Technical/Computing,In Person,,Printing,Oakland
9/25/14 8:19,Technical/Computing,In Person,,Printing,Oakland
9/25/14 8:19,Technical/Computing,In Person,,,Oakland
9/25/14 8:44,Technical/Computing,In Person,,,Oakland
9/25/14 8:44,Technical/Computing,In Person,,,Oakland
9/25/14 9:40,Technical/Computing,In Person,,,Oakland
9/25/14 9:40,Technical/Computing,In Person,,,Oakland
9/25/14 9:40,Directional,In Person,,,Oakland
9/25/14 9:43,Directional,In Person,Undergrad,,Oakland
9/25/14 10:07,Service,In Person,Grad Student,Printing,San Francisco
9/25/14 10:08,Reference,Email,Grad Student,,Online
9/25/14 11:43,Service,In Person,Undergrad,,San Francisco
9/25/14 11:43,Reference,In Person,Faculty,,San Francisco
9/25/14 12:10,Service,In Person,Undergrad,Printing,San Francisco
9/25/14 12:11,Service,In Person,Grad Student,,San Francisco
9/25/14 13:47,Technical/Computing,In Person,Undergrad,,San Francisco
9/25/14 14:55,Directional,In Person,Undergrad,,San Francisco
9/25/14 14:55,Reference,In Person,Undergrad,,San Francisco
9/25/14 14:56,Technical/Computing,In Person,Undergrad,,San Francisco
9/25/14 15:33,Reference,In Person,Undergrad,,Oakland
9/25/14 15:33,Reference,In Person,Undergrad,,Oakland
9/25/14 15:46,Technical/Computing,In Person,,,Oakland
9/25/14 16:17,Service,In Person,Undergrad,,San Francisco
9/24/14 14:00,Reference,In Person,Undergrad,,Oakland
9/25/14 17:25,Service,In Person,Undergrad,,Oakland
9/25/14 17:40,Technical/Computing,In Person,Faculty,Printing,Oakland
9/25/14 19:54,Directional,In Person,Undergrad,,San Francisco
9/25/14 20:15,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/25/14 20:15,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/25/14 20:16,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/25/14 20:16,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/25/14 20:16,Service,In Person,Undergrad,,Oakland
9/26/14 8:34,Reference,Email,Undergrad,,Online
9/26/14 9:40,Directional,In Person,Undergrad,,San Francisco
9/26/14 10:26,Technical/Computing,In Person,,Printing,Oakland
9/26/14 13:29,Directional,In Person,Undergrad,,San Francisco
9/26/14 13:29,Service,In Person,Undergrad,,San Francisco
9/26/14 13:30,Directional,In Person,Undergrad,,San Francisco
9/26/14 13:30,Service,In Person,Undergrad,,San Francisco
9/26/14 13:30,Service,In Person,Grad Student,,San Francisco
9/26/14 13:31,Reference,In Person,Undergrad,,Oakland
9/26/14 14:01,Directional,In Person,Undergrad,,San Francisco
9/26/14 14:34,Reference,In Person,,,Oakland
9/26/14 14:40,Technical/Computing,In Person,Grad Student,,San Francisco
9/25/14 17:15,Reference,In Person,,,San Francisco
9/26/14 15:18,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/26/14 15:24,Reference,In Person,Undergrad,,San Francisco
9/26/14 15:24,Reference,In Person,Faculty,,San Francisco
9/26/14 16:03,Reference,Phone,Grad Student,,San Francisco
9/26/14 16:28,Reference,In Person,,,Oakland
9/26/14 16:35,Reference,In Person,Alumni,,Oakland
9/26/14 17:38,Service,Phone,Grad Student,,San Francisco
9/27/14 14:14,Service,In Person,Undergrad,,Oakland
9/27/14 17:49,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/28/14 21:18,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/28/14 21:18,Reference,In Person,Undergrad,,Oakland
9/28/14 21:19,Directional,In Person,Undergrad,,Oakland
9/29/14 11:10,Reference,In Person,Undergrad,,San Francisco
9/29/14 11:15,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/29/14 11:43,Reference,In Person,Grad Student,,San Francisco
9/29/14 11:57,Reference,Email,Faculty,,Online
9/29/14 12:49,Directional,In Person,,Printing,Oakland
9/29/14 16:07,Reference,In Person,Undergrad,,San Francisco
9/29/14 16:07,Reference,In Person,Undergrad,,San Francisco
9/29/14 16:34,Reference,In Person,Undergrad,,San Francisco
9/29/14 21:10,Technical/Computing,In Person,,Printing,Oakland
9/30/14 10:17,Service,In Person,Undergrad,,San Francisco
9/30/14 10:17,Service,Phone,Faculty,,San Francisco
9/30/14 12:16,Directional,In Person,Undergrad,,San Francisco
9/30/14 12:17,Service,In Person,Undergrad,Printing,San Francisco
9/30/14 12:50,Directional,In Person,Undergrad,,San Francisco
9/30/14 13:33,Service,In Person,Grad Student,,San Francisco
